gender,PhoneService,MultipleLines,InternetService,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,2,0,2,50.0,1750.9,0
0,1,0,0,1,1,0,20.0,1322.9,0
1,1,0,2,0,0,1,87.2,2274.1,0
1,1,0,2,0,2,2,85.8,272.2,1
1,0,1,1,2,0,2,39.2,849.9,0
1,1,2,1,0,0,3,63.6,1381.8,0
1,1,0,1,2,0,3,53.6,53.6,1
0,1,0,1,0,0,1,54.8,1510.3,0
1,1,0,2,0,0,0,69.7,69.7,1
1,1,2,2,2,2,2,106.3,4443.5,1
1,1,2,2,0,0,2,74.3,1096.3,1
0,1,0,2,0,0,2,69.4,451.1,1
1,1,2,1,0,0,2,54.2,1739.6,0
0,1,2,1,2,0,0,68.5,2840.0,0
1,1,0,1,0,0,2,46.0,181.6,1
0,1,2,0,1,1,0,26.0,1444.1,0
1,1,2,2,2,2,2,110.5,3655.5,1
0,1,0,1,2,0,0,66.4,94.6,1
0,1,2,2,2,2,2,105.7,2979.5,1
1,1,0,1,0,0,2,54.5,54.5,0
0,1,0,0,1,1,3,18.8,18.8,0
1,1,0,2,0,0,0,70.0,153.1,1
0,1,2,2,0,0,3,74.4,306.6,1
0,1,2,2,2,2,2,105.4,3540.7,0
1,1,2,1,0,0,0,58.4,3756.5,0
0,1,0,0,1,1,3,19.0,130.6,0
0,1,2,2,0,0,0,84.2,4299.8,0
0,1,0,0,1,1,3,20.4,422.7,0
1,1,0,1,2,0,1,71.1,1524.9,0
0,1,0,2,2,0,2,90.7,5199.8,0
0,1,2,2,0,0,2,75.5,438.0,1
1,1,0,1,0,0,2,49.4,408.3,0
0,0,1,1,0,0,1,25.6,467.9,0
0,1,0,2,0,0,3,70.1,467.6,1
0,1,2,1,0,0,2,59.6,2094.9,0
1,1,2,1,2,2,3,74.8,2283.0,0
1,1,2,2,2,2,2,100.5,3096.9,0
0,1,0,1,0,0,3,50.4,1285.8,0
0,1,2,2,0,2,1,95.1,3691.2,0
1,1,2,2,2,2,2,113.2,4689.5,1
0,0,1,1,2,0,2,44.9,1442.6,0
0,1,2,1,0,0,1,60.0,3316.1,0
1,1,2,2,0,2,1,94.0,5439.0,0
1,1,2,2,2,2,1,104.6,6819.5,0
0,1,0,2,0,0,1,86.1,3551.7,0
1,1,0,1,0,2,0,76.3,2404.2,0
0,1,0,0,1,1,3,20.3,20.3,0
1,1,2,1,2,2,3,80.8,3208.7,0
1,1,2,2,2,2,0,98.1,3990.6,0
0,1,2,2,0,2,1,90.5,2595.9,0
1,1,0,2,0,0,1,80.1,217.6,1
1,1,2,2,2,2,0,104.1,5645.8,0
0,1,0,2,2,0,3,94.9,890.6,1
0,1,2,2,0,0,2,75.4,533.1,0
0,1,2,2,2,2,1,100.4,5681.1,0
0,1,2,2,0,2,1,89.5,4577.8,0
0,0,1,1,2,0,0,40.0,1023.8,0
1,1,0,0,1,1,3,20.4,673.2,0
0,1,0,2,0,0,3,80.6,4348.1,0
0,1,2,2,2,0,0,87.8,1242.2,0
0,1,0,0,1,1,3,19.5,19.5,1
1,1,0,1,0,0,1,55.8,300.4,0
1,1,0,2,2,2,0,105.4,3688.6,0
1,1,2,2,2,2,2,101.4,3334.9,0
1,0,1,1,0,0,1,35.4,1412.4,0
1,0,1,1,2,2,2,54.2,1423.2,0
0,1,2,1,0,0,3,62.1,1096.7,0
1,1,2,0,1,1,3,24.8,475.3,0
1,1,2,1,2,2,3,84.7,5991.1,0
0,1,0,0,1,1,3,19.2,776.3,0
0,1,2,0,1,1,3,24.4,1654.6,0
0,0,1,1,0,0,3,24.5,47.5,1
0,1,2,2,0,0,0,74.6,3720.4,0
1,1,2,2,2,2,1,105.0,7578.1,0
0,1,2,2,0,0,3,84.3,2281.6,0
1,1,0,0,1,1,3,20.1,407.1,0
0,1,2,2,2,2,2,93.3,93.3,1
0,0,1,1,0,0,0,24.1,259.8,1
0,1,0,2,0,0,0,76.6,2065.4,0
1,1,0,0,1,1,1,19.3,1103.3,0
0,1,0,0,1,1,2,20.9,473.9,0
1,1,2,2,0,0,2,79.8,1111.9,1
1,1,2,1,0,0,3,67.5,1801.1,0
1,1,0,0,1,1,1,19.8,1119.9,0
1,1,0,1,0,0,3,54.6,617.9,0
0,1,0,1,2,0,1,69.4,1927.3,0
0,1,0,2,0,0,2,70.0,70.0,1
1,1,2,2,0,0,0,90.6,6131.0,0
1,1,2,1,0,0,1,56.6,118.3,0
1,1,0,0,1,1,3,20.2,387.7,0
0,1,2,2,2,0,1,95.0,5791.9,0
1,1,2,1,2,2,1,78.7,3950.9,0
1,1,2,2,0,0,0,94.3,6849.8,0
0,1,0,2,2,2,2,89.5,863.1,1
1,1,2,1,0,0,1,68.1,2479.3,0
1,1,2,1,0,0,3,50.2,1655.4,0
1,1,0,1,0,2,3,61.0,629.6,0
0,1,0,0,1,1,3,20.2,20.2,1
1,1,0,0,1,1,1,20.3,494.0,0
0,1,2,1,0,2,0,82.3,5980.6,0
1,1,2,2,2,2,2,99.6,3734.3,1
1,1,2,2,2,2,0,99.9,1777.0,1
0,1,0,1,0,0,3,52.7,3019.7,0
1,1,2,1,0,0,3,54.5,1893.5,0
0,1,2,2,2,0,2,88.8,1885.2,0
0,1,2,2,2,2,0,104.1,6700.1,0
0,1,0,1,0,0,2,53.8,1389.9,0
1,1,2,2,0,0,2,74.2,1993.3,0
0,1,2,2,2,2,2,95.4,898.4,1
1,1,2,2,2,2,2,105.0,5222.4,0
0,1,0,2,2,0,2,86.3,770.5,0
0,1,2,0,1,1,3,24.4,538.5,0
0,1,2,1,0,0,2,54.8,1338.2,1
0,1,0,1,0,0,3,55.7,55.7,0
0,1,0,1,0,2,1,64.4,1398.6,0
0,1,0,1,0,0,1,60.3,3563.8,1
1,1,0,0,1,1,3,20.2,1046.2,0
0,1,2,2,0,0,0,93.1,6735.1,0
0,1,0,1,0,0,1,50.2,668.9,0
1,1,0,1,0,0,1,54.8,3425.4,0
1,1,2,2,0,0,2,76.5,2868.2,1
0,0,1,1,0,0,2,34.3,1004.8,0
1,1,0,0,1,1,1,19.2,1123.7,0
1,1,0,2,2,2,2,99.8,4391.3,0
0,1,0,2,2,2,2,94.2,167.5,1
1,1,2,2,2,2,2,95.7,4729.8,0
0,1,2,2,2,2,2,104.7,2542.5,1
0,1,2,2,2,2,2,113.6,6292.7,0
1,1,2,2,2,2,0,115.1,7334.1,0
1,1,2,2,0,2,2,89.0,355.2,1
1,0,1,1,0,0,0,29.5,161.5,0
0,1,2,2,0,0,2,76.5,76.5,1
0,1,2,1,0,0,1,62.8,2278.8,0
0,1,2,0,1,1,0,24.9,1901.0,0
0,0,1,1,0,2,1,55.4,1637.0,0
0,1,2,2,2,0,1,89.4,631.9,1
0,1,2,2,2,2,1,98.9,3145.9,0
1,1,2,2,2,0,2,94.8,5597.7,0
0,1,2,1,2,2,2,74.6,3015.8,0
0,0,1,1,0,0,3,29.5,255.3,1
1,1,0,0,1,1,3,19.2,501.4,0
1,1,2,2,2,0,2,86.5,582.5,1
0,1,2,0,1,1,1,24.8,1715.1,0
1,1,2,2,0,0,1,81.0,818.1,1
1,1,0,2,0,0,3,84.4,1936.9,0
1,1,2,1,2,2,1,85.3,4107.3,0
0,1,0,1,2,0,0,55.1,608.2,0
0,0,1,1,0,0,3,34.0,442.5,0
0,0,1,1,2,2,2,44.5,1307.8,0
1,1,0,2,0,0,2,75.7,75.7,1
1,1,2,2,2,2,0,109.4,6252.7,0
0,1,0,2,0,0,2,70.2,834.7,0
1,1,0,0,1,1,0,19.5,150.4,0
1,1,0,2,0,0,1,70.1,266.9,1
0,1,0,2,0,0,1,73.8,956.7,0
1,1,0,0,1,1,3,20.8,700.5,0
0,0,1,1,0,2,0,51.0,3521.7,0
0,1,0,1,0,0,1,47.9,2356.8,0
0,1,0,1,0,0,3,51.3,51.3,1
1,1,2,2,0,2,2,100.5,7159.7,0
0,1,2,2,0,0,2,79.3,2414.6,0
1,1,0,2,2,2,2,103.8,3361.1,1
1,0,1,1,0,0,3,36.1,402.6,0
0,1,0,2,2,0,1,78.3,1034.0,0
0,1,0,0,1,1,3,19.4,867.3,0
1,0,1,1,0,0,3,29.3,227.0,0
0,1,0,1,0,0,3,44.4,44.4,1
0,1,2,2,2,2,2,108.2,7840.6,0
0,1,2,2,2,0,2,87.2,4017.5,0
0,1,2,2,2,0,2,85.5,2510.0,0
0,1,2,2,2,2,2,111.6,5720.4,0
1,1,0,2,2,2,0,94.7,1461.2,0
1,1,2,2,2,2,2,100.5,3414.7,0
0,1,2,2,0,2,2,86.6,649.7,1
1,1,2,0,1,1,1,24.9,1871.9,0
0,1,2,1,0,2,2,71.8,4374.6,0
0,1,2,2,2,2,0,115.8,8424.9,0
0,1,0,0,1,1,3,20.5,255.5,0
1,1,2,1,2,2,0,82.5,5215.1,0
0,1,0,0,1,1,1,19.5,674.6,0
1,1,2,2,0,2,1,94.4,6341.5,1
0,1,0,1,2,2,0,78.8,3597.5,0
1,0,1,1,2,2,1,59.9,3590.2,0
1,1,0,1,0,2,2,55.5,55.5,0
1,1,0,1,0,0,1,64.9,3795.5,0
1,1,2,2,2,2,2,94.8,889.9,1
1,1,0,2,0,0,2,74.4,74.4,0
0,1,2,0,1,1,3,24.4,204.0,0
0,1,0,1,0,0,2,45.2,98.5,1
1,1,0,0,1,1,1,20.3,873.4,0
1,1,2,2,0,0,3,74.5,74.5,1
1,0,1,1,0,0,3,25.9,25.9,0
1,1,2,2,2,2,2,100.6,1060.2,1
0,0,1,1,0,0,3,24.9,788.1,0
1,1,2,1,2,0,3,75.8,4415.8,0
0,1,0,0,1,1,3,19.4,324.8,0
0,1,0,0,1,1,3,20.8,141.1,0
1,1,0,2,0,2,2,83.6,404.2,1
1,1,0,0,1,1,0,20.2,390.9,1
0,1,0,0,1,1,2,19.9,505.5,0
1,1,0,1,2,0,1,64.2,3009.5,0
0,1,0,1,0,0,2,50.8,50.8,1
1,1,0,1,0,0,0,48.5,48.5,0
1,1,2,2,0,0,0,84.7,5711.1,0
0,1,0,1,0,0,0,44.4,768.1,0
1,1,0,2,2,0,0,80.0,624.6,0
0,1,0,0,1,1,3,19.6,1240.2,0
1,1,2,2,2,0,2,89.2,346.2,1
1,1,2,1,2,0,1,79.9,4861.5,0
0,1,0,2,2,2,2,105.9,5826.7,0
0,1,0,1,2,2,0,74.6,4191.5,0
0,1,2,1,0,0,0,69.9,5102.4,0
0,0,1,1,2,2,1,51.0,207.4,0
1,1,2,1,2,2,0,91.2,6637.9,0
1,0,1,1,2,2,1,49.5,2907.6,0
0,1,0,2,2,2,2,90.2,1776.6,1
1,1,0,2,0,0,2,70.6,2419.0,0
1,1,0,1,0,0,1,49.1,91.1,1
1,0,1,1,2,2,1,50.4,1277.5,0
0,1,2,2,0,0,2,82.7,1185.0,0
0,1,2,2,0,0,2,74.7,74.7,1
1,1,0,0,1,1,0,19.9,1039.5,0
0,1,0,0,1,1,1,19.3,19.3,0
0,1,0,0,1,1,1,20.3,1131.5,0
1,1,0,1,0,0,3,51.0,286.8,0
1,1,2,2,2,2,2,105.6,5682.3,0
1,1,0,0,1,1,2,20.2,91.4,0
0,1,2,2,2,2,2,98.7,4920.6,0
0,1,0,2,0,2,1,90.0,190.1,1
0,1,0,2,0,0,2,67.8,116.7,1
1,1,2,2,0,0,1,74.8,229.5,1
0,1,2,2,2,2,2,93.9,635.6,1
0,1,0,1,0,0,2,44.6,641.3,0
0,1,2,2,2,2,2,99.4,1743.0,1
0,1,2,2,0,0,2,81.3,2272.8,0
1,1,0,1,2,0,2,59.8,3996.8,0
1,1,2,1,2,2,1,86.5,3574.5,0
0,1,2,2,2,2,0,112.6,7806.5,0
0,1,2,2,0,2,0,93.3,6669.5,0
1,1,2,2,0,0,2,83.4,4113.7,0
0,1,0,0,1,1,2,19.1,1007.8,0
0,1,2,1,2,2,3,80.9,2204.4,0
0,1,0,0,1,1,1,20.1,1360.3,0
1,1,0,2,0,2,2,79.6,195.1,1
1,1,0,1,0,0,0,49.7,267.4,1
1,1,2,2,2,2,2,101.1,6039.9,1
0,1,0,2,2,0,3,92.5,934.1,1
0,1,2,2,2,2,2,98.5,3004.2,1
0,1,0,0,1,1,3,20.4,92.8,0
1,1,2,2,2,2,2,94.3,1973.8,1
1,1,0,2,2,2,2,104.3,6613.7,0
0,1,0,0,1,1,1,19.5,754.5,0
0,1,0,0,1,1,3,19.9,64.6,1
1,1,2,2,2,2,2,116.0,8182.9,0
1,0,1,1,0,0,2,30.9,59.1,1
1,1,2,2,0,2,1,85.2,627.4,1
1,0,1,1,0,0,2,30.8,82.9,0
0,1,0,1,0,0,2,45.8,45.8,1
1,1,0,2,2,2,0,98.9,1121.0,1
0,1,2,2,0,0,0,75.6,1395.1,0
1,0,1,1,0,0,1,24.9,506.0,0
0,1,2,1,0,0,2,59.0,1254.7,1
1,1,0,1,0,0,3,46.0,221.7,1
1,1,2,0,1,1,1,25.2,553.0,0
0,1,0,1,2,0,3,69.3,4447.8,0
0,1,0,2,2,2,2,98.7,2537.0,0
0,1,2,2,2,2,2,105.3,7299.7,1
1,1,0,0,1,1,3,20.6,1093.0,0
0,1,2,1,0,0,3,55.1,1466.1,0
1,1,2,0,1,1,3,25.5,1281.3,0
1,1,0,1,2,2,0,81.3,580.1,0
0,1,0,0,1,1,0,19.4,779.2,0
1,1,0,1,2,2,0,80.5,5886.9,0
1,1,2,2,2,2,1,95.0,2462.6,0
0,1,0,2,0,0,3,85.9,4793.8,0
1,1,0,0,1,1,0,19.6,1134.3,0
0,1,2,2,2,0,0,106.7,1672.1,0
1,1,0,1,0,2,2,56.3,56.3,1
0,1,0,0,1,1,3,19.6,687.0,0
0,1,2,1,2,0,2,72.8,930.1,0
1,1,0,0,1,1,0,19.8,1375.4,0
1,1,0,0,1,1,2,19.3,19.3,0
0,1,0,2,0,0,3,74.7,544.6,1
1,1,2,2,2,2,1,116.8,8277.1,0
0,1,0,2,2,2,2,98.7,293.7,1
0,1,0,1,0,2,2,61.1,3357.9,0
0,1,2,2,0,0,3,81.9,3141.7,0
1,1,2,2,0,0,3,80.3,324.2,0
1,1,2,1,2,2,0,84.5,5193.2,0
0,1,0,1,0,0,3,49.1,49.1,0
1,1,2,2,0,0,3,84.3,3847.6,0
0,1,2,1,0,0,2,59.6,1144.6,0
1,1,2,1,2,2,0,91.4,6697.2,0
0,1,2,0,1,1,1,25.1,964.0,0
0,1,2,2,2,2,0,105.7,7472.2,0
1,1,2,2,2,2,2,100.0,1534.8,1
1,1,2,2,2,2,1,106.0,6975.3,1
1,1,0,2,2,2,2,95.0,1120.3,1
0,1,2,1,2,2,3,84.0,5714.3,0
0,1,0,2,0,2,2,91.0,2626.2,0
1,0,1,1,0,2,3,35.1,35.1,1
1,1,0,2,2,2,1,109.5,7854.9,0
1,1,0,0,1,1,3,19.4,309.3,0
1,1,0,0,1,1,1,19.0,918.7,0
1,1,2,2,2,2,2,104.4,4134.0,0
0,1,0,2,0,0,3,70.5,70.5,1
0,1,2,2,0,0,2,75.5,1894.0,1
0,1,0,0,1,1,0,20.7,93.6,0
0,0,1,1,0,0,1,35.2,1463.7,0
0,1,0,1,0,0,2,55.3,2654.1,0
1,1,0,1,0,0,0,49.6,49.6,0
1,1,0,1,0,2,2,59.5,892.7,1
1,1,0,2,0,0,2,71.1,472.7,0
0,1,0,0,1,1,1,19.6,300.4,0
1,1,2,2,0,0,2,80.5,3398.9,0
0,1,2,2,0,0,2,84.5,2467.1,1
1,1,2,0,1,1,0,24.5,1066.2,0
1,1,0,1,0,0,1,49.3,1233.3,0
0,0,1,1,2,2,2,59.3,3014.7,1
0,0,1,1,2,2,2,60.4,4138.7,0
1,1,0,1,0,0,0,45.9,506.0,0
0,1,0,0,1,1,3,19.7,68.4,0
1,1,2,2,0,2,2,84.5,762.5,1
1,1,0,1,2,2,3,84.5,1287.9,0
1,1,2,0,1,1,1,24.3,1784.5,0
1,1,0,0,1,1,3,20.4,84.8,0
1,1,2,2,2,0,0,104.0,7556.9,0
0,1,0,0,1,1,3,20.4,176.3,0
1,0,1,1,0,0,2,28.5,131.1,1
0,1,2,2,0,2,0,85.7,659.5,0
1,1,0,2,2,2,2,91.3,2351.8,1
1,1,2,1,0,0,1,70.9,4911.4,0
0,1,0,0,1,1,3,20.2,34.8,0
0,1,0,2,0,0,2,74.5,606.6,1
1,1,0,0,1,1,3,19.9,57.2,0
0,1,2,2,2,2,3,98.2,1230.3,1
0,1,0,2,0,0,1,69.2,2275.1,0
1,0,1,1,2,2,0,65.7,4575.4,0
0,0,1,1,2,0,3,43.6,1011.5,0
1,1,2,2,0,0,2,84.9,3303.1,1
0,0,1,1,2,0,3,54.9,916.2,0
1,1,0,1,0,0,3,56.1,1553.2,0
0,1,2,2,2,2,0,99.1,4853.8,1
0,1,0,0,1,1,1,19.2,908.2,0
0,1,0,2,2,0,0,79.5,868.5,1
0,1,0,1,2,2,3,84.5,6033.1,0
0,1,0,0,1,1,0,20.5,943.0,0
0,1,0,0,1,1,3,19.3,19.3,1
1,1,2,2,0,0,2,89.8,5496.9,0
1,1,2,1,2,2,0,88.0,6365.4,0
1,1,0,0,1,1,3,20.1,520.1,0
0,1,2,2,2,2,1,107.7,7919.8,0
0,1,0,0,1,1,3,20.0,32.7,0
1,1,0,1,2,0,0,62.2,2215.5,0
0,1,0,2,2,2,0,104.7,7288.4,0
1,1,0,2,2,2,2,94.7,1285.1,0
1,1,0,0,1,1,3,20.5,34.8,0
1,1,2,2,0,0,0,79.3,2015.8,0
1,1,0,2,2,0,3,88.3,273.8,1
0,1,0,1,0,0,3,49.8,2398.4,0
0,1,2,2,0,0,0,75.8,1929.0,0
0,1,0,1,0,0,3,50.5,147.8,0
1,0,1,1,0,2,0,51.0,2264.5,0
0,1,2,2,2,2,1,104.5,3778.0,0
1,1,2,2,2,2,0,116.9,8477.7,0
1,1,2,2,0,0,2,92.1,5755.8,0
1,1,2,1,0,0,0,59.8,3246.5,0
0,1,0,2,2,2,2,101.9,1667.3,0
0,1,0,0,1,1,0,20.1,20.1,1
1,0,1,1,0,0,2,25.2,25.2,1
0,0,1,1,2,2,1,61.2,4390.3,0
1,1,2,1,2,2,1,79.3,2427.1,0
1,1,2,2,0,0,1,78.9,3126.9,0
1,1,2,1,0,0,3,71.1,5225.0,0
0,0,1,1,0,0,1,33.5,600.0,1
0,0,1,1,0,0,1,25.1,382.8,0
1,1,0,0,1,1,3,20.2,804.9,0
1,1,2,2,2,2,1,110.8,7882.3,0
0,1,0,0,1,1,3,19.8,39.3,0
0,1,2,0,1,1,0,24.1,1301.9,0
0,1,2,2,2,2,2,116.3,8564.8,0
1,1,0,2,2,0,2,96.6,1901.7,0
0,1,0,1,2,0,3,54.9,370.4,0
1,1,2,2,0,0,1,84.4,1302.7,0
1,1,2,0,1,1,0,24.1,1709.2,0
0,1,2,0,1,1,3,23.8,903.8,0
1,1,2,0,1,1,3,25.5,1121.1,0
1,1,2,2,2,0,2,84.0,424.8,0
1,0,1,1,0,0,1,39.7,1798.7,0
0,1,0,0,1,1,2,19.9,63.0,0
0,1,2,2,2,0,3,100.8,4669.2,0
0,1,2,2,0,2,0,95.3,3275.2,0
1,1,2,0,1,1,2,25.3,394.9,0
0,1,2,2,0,2,1,89.4,5976.9,0
1,1,2,2,2,0,2,90.1,521.3,1
1,1,0,0,1,1,1,19.7,340.4,0
1,1,0,2,2,2,0,94.9,3848.0,0
1,1,2,2,2,2,1,99.8,5515.5,0
1,1,2,1,0,0,1,54.9,1505.2,0
1,0,1,1,2,2,1,53.7,3784.0,0
0,1,0,1,0,0,2,49.8,49.8,0
1,1,2,2,2,2,1,106.6,5894.0,0
0,1,2,1,2,0,3,79.2,5536.5,0
0,1,0,2,2,2,0,90.7,3974.2,0
0,1,0,1,0,0,2,44.4,81.3,1
0,1,2,1,0,0,1,71.6,4230.3,0
1,1,2,1,2,2,1,83.5,3887.9,0
0,1,0,2,0,2,2,84.8,888.8,0
0,1,2,2,2,2,2,115.6,8425.3,0
0,0,1,1,0,0,0,42.1,2962.0,0
1,1,0,2,0,2,1,85.9,2196.5,0
0,0,1,1,0,2,2,39.9,2020.9,0
1,1,0,0,1,1,0,20.1,1078.8,0
0,1,0,1,0,0,3,53.5,1461.5,0
0,1,0,2,2,0,2,79.1,79.1,1
0,1,2,2,0,0,0,81.4,3775.9,0
1,1,2,2,0,2,3,89.2,5500.6,0
1,1,0,2,0,0,2,80.5,137.1,0
1,1,2,1,0,2,2,66.4,740.8,1
1,1,0,1,0,0,2,60.3,1258.4,0
1,1,0,2,0,0,2,71.2,71.2,1
1,1,2,2,2,2,2,98.3,560.6,1
0,1,2,1,2,0,1,73.5,5357.8,0
1,1,0,1,2,0,1,70.7,5011.2,0
0,1,0,1,0,0,0,61.0,4119.4,0
1,1,0,1,2,0,1,58.9,1215.5,0
0,1,0,0,1,1,1,19.7,1421.9,0
0,1,0,0,1,1,1,20.1,620.6,0
1,1,2,2,2,2,2,95.2,292.9,1
0,1,2,2,2,0,2,93.8,3019.5,1
0,0,1,1,2,2,0,50.1,2743.5,0
0,1,2,2,0,0,2,74.4,74.4,1
1,1,0,0,1,1,3,18.9,163.2,0
0,1,0,0,1,1,3,20.5,20.5,0
0,1,2,2,2,2,2,95.6,1273.3,0
1,1,2,2,0,0,0,74.3,4859.3,0
1,1,2,2,2,0,1,106.1,7657.4,0
1,0,1,1,0,0,2,29.6,346.5,0
0,1,0,2,0,2,1,93.4,2979.3,0
0,1,2,2,2,2,2,102.0,700.9,1
0,0,1,1,2,2,2,60.0,1848.8,0
1,0,1,1,0,0,1,43.7,2696.6,0
1,1,0,2,0,0,2,70.2,70.2,1
1,1,2,2,2,2,0,104.1,7413.6,0
0,1,0,2,0,0,3,70.6,70.6,1
0,1,0,2,2,2,3,90.7,237.7,0
0,1,2,2,0,0,2,78.5,330.1,1
0,1,2,2,0,0,2,85.9,2220.1,0
1,1,0,2,2,2,2,95.4,293.2,0
0,1,0,0,1,1,3,20.3,20.3,0
0,1,2,1,2,2,1,89.7,6339.3,0
1,0,1,1,0,2,0,50.7,3088.8,0
0,1,2,2,2,2,2,110.2,7467.5,0
1,1,0,0,1,1,0,20.7,39.9,0
1,1,0,0,1,1,0,20.2,238.2,0
0,1,0,0,1,1,0,20.4,609.1,0
1,1,2,2,0,0,0,74.4,215.8,1
0,1,2,2,2,2,2,110.0,3782.4,0
1,1,0,0,1,1,1,20.1,302.5,0
1,1,0,2,2,2,2,89.3,89.3,1
0,1,2,2,2,2,0,106.2,4512.7,1
1,1,0,1,0,0,3,45.4,45.4,1
1,1,2,2,0,2,1,95.8,6849.4,0
1,1,0,0,1,1,0,20.2,930.9,0
1,1,2,0,1,1,1,25.7,1388.0,0
1,1,2,1,0,2,3,74.1,3496.3,0
0,1,0,0,1,1,0,19.6,520.6,0
1,1,0,0,1,1,1,19.9,527.5,0
1,1,2,2,2,2,2,99.2,3615.6,1
0,1,2,2,2,0,2,90.4,767.9,0
1,1,2,2,2,2,0,102.2,4735.4,0
0,1,2,1,2,2,1,79.8,5034.1,0
1,1,0,1,2,2,2,68.6,564.4,0
0,0,1,1,2,2,0,65.6,4566.5,0
0,1,0,2,2,0,2,80.9,1400.9,1
1,1,2,2,0,0,2,77.5,3807.4,1
1,1,0,0,1,1,3,20.9,161.7,0
1,1,0,0,1,1,2,19.8,58.9,1
1,1,2,0,1,1,1,23.9,1663.5,0
0,1,2,2,2,0,1,92.7,5968.4,0
0,1,2,2,2,2,1,108.4,7767.3,0
0,0,1,1,2,2,1,64.8,4719.8,0
0,1,2,2,2,2,1,110.1,7430.8,0
0,0,1,1,0,0,0,43.7,2618.3,0
1,1,2,2,2,2,0,115.6,6431.1,0
1,1,0,0,1,1,3,19.1,52.0,0
0,1,0,1,0,2,0,60.0,1406.0,0
0,1,0,0,1,1,0,20.8,739.9,0
1,1,0,1,0,0,0,49.8,2535.6,0
1,1,0,2,2,0,2,91.2,168.5,0
0,1,0,0,1,1,0,19.7,1274.1,0
0,0,1,1,0,0,2,24.4,24.4,0
0,1,2,2,0,0,0,74.4,4453.3,0
0,0,1,1,0,2,2,35.2,99.8,1
1,1,2,2,2,2,1,105.0,7589.8,0
0,1,0,2,0,2,1,85.7,256.8,0
1,1,2,0,1,1,2,24.7,780.2,0
0,1,2,2,0,0,1,75.4,3161.4,0
1,1,2,2,2,2,1,102.9,6976.8,0
0,1,2,0,1,1,1,24.8,223.9,0
0,1,0,2,2,2,0,102.4,3626.1,1
1,1,0,0,1,1,3,20.3,20.3,0
0,1,0,1,0,0,0,49.0,1323.7,0
1,1,0,2,0,0,0,69.8,3557.7,0
1,1,2,2,0,0,2,75.1,75.1,1
0,1,0,1,2,2,0,64.9,1509.8,0
0,1,2,2,0,0,1,74.4,896.8,1
1,1,2,1,0,0,3,54.5,3687.8,0
1,1,0,0,1,1,3,19.6,331.6,0
0,1,0,1,2,0,2,71.0,3250.5,0
1,1,2,2,0,2,0,83.9,3532.3,0
1,1,2,0,1,1,1,24.0,1183.1,0
0,1,0,1,2,2,2,75.5,75.5,0
1,0,1,1,2,0,2,53.6,2879.2,0
1,1,0,1,0,0,3,44.9,839.7,0
1,1,0,1,0,0,0,44.2,44.2,0
0,1,0,2,0,0,2,81.9,3219.8,0
0,1,2,2,2,2,1,104.3,4451.9,0
1,1,2,2,0,0,3,87.1,341.5,1
0,1,2,1,0,2,0,80.6,5708.2,0
1,1,0,2,0,2,2,85.3,4045.7,1
0,1,0,2,0,0,2,70.8,1974.8,1
1,0,1,1,2,0,2,45.4,2540.1,0
1,1,2,1,0,0,2,49.1,679.6,1
1,1,2,2,0,0,0,84.1,6052.3,0
1,0,1,1,2,2,1,55.6,2342.2,1
1,1,0,2,2,2,2,98.5,2514.5,1
1,1,0,0,1,1,3,20.4,41.9,0
1,1,0,1,0,0,1,44.1,202.2,0
0,1,2,1,0,0,0,59.7,867.1,0
0,1,0,0,1,1,3,19.7,225.8,0
1,1,2,0,1,1,3,26.5,911.6,0
1,1,2,2,2,2,2,100.8,1129.8,1
1,1,0,1,2,2,3,74.6,1215.8,0
1,1,2,2,2,0,1,98.0,5936.6,0
0,1,2,1,0,0,3,49.0,1291.4,0
1,1,0,0,1,1,0,20.2,507.9,0
0,1,0,0,1,1,2,19.8,1013.2,0
0,1,2,2,2,2,1,99.5,7007.6,1
1,1,2,0,1,1,3,25.6,672.2,0
0,1,0,0,1,1,0,20.5,759.4,0
0,1,0,0,1,1,3,19.1,529.5,0
0,1,2,2,2,2,0,103.2,6792.5,0
0,1,0,0,1,1,2,19.9,666.0,0
0,1,0,0,1,1,1,19.6,1086.8,0
1,1,0,1,0,0,3,45.7,191.1,1
0,1,2,1,2,2,0,84.2,5324.5,0
0,1,0,2,2,2,1,100.0,2292.8,0
0,1,2,2,0,0,3,80.5,3162.7,0
0,1,2,2,2,0,2,84.9,3645.6,0
1,1,2,0,1,1,1,25.3,274.7,0
1,1,2,2,2,0,0,100.2,6643.5,0
1,1,2,2,2,2,2,95.8,1346.3,0
0,1,2,2,2,0,2,85.3,1734.5,1
1,1,0,1,0,0,1,61.3,3346.8,0
0,0,1,1,0,0,1,25.1,1097.2,0
0,1,0,2,0,0,2,72.9,818.5,0
0,1,2,2,0,0,2,82.0,184.7,1
1,1,0,0,1,1,3,19.7,60.7,0
0,1,0,2,0,0,2,69.4,69.4,1
0,1,0,0,1,1,1,19.6,223.2,0
0,1,2,1,2,0,3,65.3,209.9,0
1,1,0,0,1,1,3,19.6,19.6,0
0,1,0,0,1,1,0,20.0,1303.3,0
0,1,0,0,1,1,1,20.2,1068.2,0
1,1,2,2,2,2,0,101.4,6176.6,0
